description,direccion,fot,irregular,medidas,esquina,barrio,frentes,pileta,urb_cerrada,posesion,urb_semicerrada,preventa,indiviso,a_demoler,es_multioferta,es_monetizable,loteo_ph
"VENTA TERRENO Calle 14 entre 35 y 36 La Plata LOTE EN VENTA, CALLE 14 E/ 35 Y 36. RENDIMIENTO: FOS 0.6 ALTURA REFERENCIA EN NIVELES: 6. FOT COMERCIAL: 2.7. FOT RESIDENCIAL: 2.25. DENSIDAD COMERCIAL: 1800. DENSIDAD RESIDENCIAL: 900. PREMIOS: 50% en FOT Y DENSIDAD. RETIROS Y REQUISITOS Parcela con frente a Diagonal (de 30 mts), Avenida, Plaza o Parque Frente: No se permiten RETIROS de la Linea Municipal a nivel de basamento (hasta 7 mts.). Laterales: No se permiten RETIROS visibles desde la via pública a nivel de basamento (hasta 7 mts.) COCHERAS OBLIGATORIO PROVISION DE COCHERAS: 60% DE UNIDADES DE COMERCIO/VIVIENDA/OFICINA EN LOTES DE FRENTE MAYOR A 12 mts. Y SUPERFICIE MAYOR A 375 m2. VALOR DE INCIDENCIA POR METRO CUADRADO 177.77USD. VALOR DE INCIDENCIA POR UNIDAD FUNCIONAL 9000USD. LOTE DE 10 x 30 EN BARRIO NORTE, LA PLATA, CON CASA A DEMOLER. ZONIFICACION UC2. F.O.S. 0.6, ALTURA REFERENCIA EN NIVELES 6, F.O.T. COMERCIAL 2.7, F.O.T. RESIDENCIAL 900, PREMIOS 50% EN F.O.T. IDEAL INVERSORES. ",TERRENO Calle 14 entre 35 y 36 La Plata,FOT comercial: 2.7. FOT residencial: 2.25,,10 x 30,,BARRIO NORTE,,,,,,,,True,,,
EXCELENTE ESQUINA PARA USO COMERCIAL 100M2 DE TIERRA CON UNA CONSTRUCCION A DEMOLER O A REFACCIONAR IDEAL INVERSORES Coordina una vista con nosotros ,,,,,True,,,,,,,,,True,,,
"LOTE CON CASA A DEMOLER EN EXCELENTE ZONA A 2 CUADRAS DE LA ESTACION SOBRE FASOLA IDEAL COMERCIO Y VIVIENDA LOTE 8.85 x 27.80, FOT 0.8 , 1 UNIDAD CADA 100 Mts, ( SALE 1 LOCAL Y 1/ 2 DEPTOS.",,FOT 0.8,,8.85 x 27.80,,,,,,,,,,True,,,
" PARA DEMOLER O REFACCIONAR CASA 3 AMBIENTES CON 3 DORMITORIOS AL FONDO VILLA MAIPÚ (45) Güiraldes 2000 Entre (52) EcheverrÍa y (54) Mitre. En el lote se encuentran dos propiedades, una al frente y una al fondo, divididas por un patio. FRENTE: 2 Dormitorios Cocina Comedor Baño Lavadero FONDO: 3 Dormitorios",,,,,,,,,,,,,,True,,,
EXCELENTE LOTE DE 436 M2 8.72 Mts. DE FRENTE X 50 Mts. DE FONDO TODOS LOS SERVICIOS EN LA PUERTA (A CONECTAR) FOT: 950 M2 (APROX) CASA PRE FABRICADA A DEMOLER,,FOT: 950 M2,,,,,,,,,,,,True,,,
LOTE DE 8.66 x 17 MTS. CON VIVIENDA A DEMOLER.,,,,8.66 x 17,,,,,,,,,,True,,,
"IMPORTANTE LOTE SOBRE AVENIDA 520, IDEAL INVERSORES DOS LOTES EN BLOQUE DE 9 x 32 CADA UNO. CON PROPIEDAD A DEMOLER.",,,,9 x 32,,,,,,,,,,True,,,
GRAN ENTORNO COMERCIAL INMEJORABLE UBICACIÓN 2 CUADRAS DE AV. MAIPÚ PRÓXIMO ACCESO HACIA CAPITAL FEDERAL ÓPTIMOS MEDIOS DE LOCOMOCIÓN. LOTE DE 8.66 x 28. A DEMOLER UNA VIVIENDA CON 3 AMBIENTES. ZONIFICACION C1A. FOT 1.8 + PREMIOS. DENSIDAD 400 HAB/ha. APTO 9 UNIDADES. ,,FOT 1.8 + PREMIOS,,8.66 x 28,,,,,,,,,,True,,,
LOTE 8.66 x 35 CON CASA PARA DEMOLER A 3 CDRS Av. MOSCONI Y 3 J. M ROSAS,Av. MOSCONI Y 3 J,,,8.66 x 35,,,,,,,,,,True,,,
VENTA DE LOTE IDEAL CONSTRUCTOR SUS MEDIDAS: 8.66 x 47 MTROS DE FONDO. EN EL INMUEBLE SE ENCUENTRA DOS CONSTRUCCIONES ANTIGUAS A DEMOLER. IDEAL CONSTRUCTOR ,,,,8.66 x 47,,,,,,,,,,True,,,
"IDEAL CONSTRUCTOR/INVERSOR Lote de 8.66 metros de frente por 43 metros de fondo, con una construcción de tres ambientes a refaccionar o demoler. Zonificación IR (INDUSTRIAL RESIDENCIAL) ",,,,8.66 x 43,,,,,,,,,,True,,,
"VENTA lote de 616 m2, con mejora a demoler y/o reciclar y una pileta de fibra a refaccionar. Tiene 20 m de frente por 30.80 m de fondo. Tiene luz, gas envasado, pozo ciego y agua de pozo. Ubicada en barrio de vivienda permanente con rápido acceso a Panamericana Ramal Pilar. Tiene escritura ",,,,20 x 30.80,,,,,,,,,,True,,,
"XINTEL(SRD SRD 410) Venta de Lote, Villa Gesell Paseo 105 y Avenida 10. Lote en PH con construcciones antiguas a demoler. Ideal Emprendimiento Comercial. Superficie: 320.71 m2 (11.51 m de frente por Paseo 105, 10 m de ochava, 17.90 m sobre Avenida 10)",,,,,True,,,,,,,,,True,,,True
"LOTE DE TERRENO irregular en esquina cuyas medidas aproximadas son de 10 m x 17 m contando con una superficie total de 172.08 m2. Se encuentra ubicado sobre las calles 461b y 14a en la localidad de City Bell, partido de La Plata, a 3 cuadras del Camino Centenario. Posee una pequeña casa a demoler. El barrio se encuentra en pleno desarrollo y con construcciones de viviendas nuevas.",calles 461b y 14a,,True,10 x 17,True,,,,,,,,,True,,,
"Corredor Responsable: Daniel Guindani CMCPDJLP 7463. Contacto: Adriano Graziani MLS ID # Terreno a la venta con construcción para utilizar como deposito o a demoler, de 300 mts2 (10 mts de frente por 30 mts de fondo), ubicado en calle 61 entre 11 y 12 (La Plata, Buenos Aires). Con disposición frente y orientación norte . Zona :U/C1 AREA Central, Residencial Central ALTURA REFERENCIA EN NIVELES 10. R ",calle 61 entre 11 y 12,,,10 x 30,,,,,,,,,,True,,,
Excelente Lote de 8.50 metros de frente x 43.30 de fondo con construcción añeja a demoler y/o reciclar. ,,,,8.50 x 43.30,,,,,,,,,,True,,,
Propiedad en block sobre lote de 8.66 x 34.64 en barrio Chauvén. Zonificación R4. Posibilidad de edificar PB y 5 pisos. 800 m2 construibles mas cocheras y terrazas privadas. Vereda de sol. Toma menor valor o m2. ,,,,8.66 x 34.64,,barrio Chauvén,,,,,,,,True,,,
"Zona residencial Todos los servicios. A metros de Av. Muñíz, y Puente Barcala Fácil acceso a autopista. Lote de 10 m x 60 m con construcción de 70 m2. IDEAL EMPRENDIMIENTO PERMUTA, toma propiedad en Morón , Castelar, Ituzaingó. (Así¬ mismo se encuentra a la venta lote de al lado 10 m x 57 m). ","Av. Muñíz, y Puente Barcala",,,10 x 60,,,,,,,,,,True,,,
CASA ANTIGUA SE CONSIDERA EL LOTE PARA CONSTRUCCIÓN DE EDIFICIO 10 x 34.02 PODRÍAN PERMUTARSE METROS CUADRADOS DE CONSTRUCCIÓN ,,,,10 x 34.02,,,,,,,,,,True,,,
"Lote de terreno con construcción en venta frente al Parque San Martín, 54 y 23, La Plata. LOTE 1: de 131 m2 apróx con 8 mts de frente con vista al Parque San Martí¬n; LOTE 2: 408 m2 apróx total: 15 mts apróx de frente hacia calle 54 y 24 mts apróx con frente hacia calle 23; lo que hacen ambos una superficie total de 539 m2 apróx con frentes hacia 3 calles: 54, 23 y diagonal 102. Todos los servicios; Excelente propiedad en inmejorable ubicación de la ciudad ideal para desarrollos multifamiliares. Zona :U/EF3a AREA Eje Fundacional Tramo 3: Calle 20 a calle 23 y frentistas a Parque San Martin. FOT RESIDENCIAL 2.5, DENSIDAD RESIDENCIAL 1.000, PREMIOS FOT Y DENSIDAD 70%. OPORTUNIDAD ",LOTE 1;LOTE 2,FOT RESIDENCIAL 2.5,,,,,,,,,,,,True,,,
Terreno de 28 x 35 con construccion ideal desarrollo industrial con acceso rapido a autopista de Oeste. ,,,,28 x 35,,,,,,,,,,True,,,
"Lote con construcción de dos plantas (una casa PB y otra PA) No está afectado a PH, se vende como lote por el estado de los inmuebles. Toman departamentos ya hechos en parte de pago ",,,,,,,,,,,,,,True,,,
Lote de 10 x 30 a metros de Av. Mosconi con construccion precaria apto varios destinos. Calle Laprida al 3600. Contactanos para más info ,Calle Laprida al 3600,,,10 x 30,,,,,,,,,,True,,,
"Casona Antigua Sobre lote de 830 Mts c/ 3 Dormitorios ,amplios, living y comedor,cocina comedor diario amueblado, 2 baños,patio,galeria y parque con quincho. Buen Estado IDEAL EMPRENDIMIENTO INMOBILIARIO ",,,,,,,,,,,,,,True,,,
"Casa 4 amb sobre lote 8.66 x 46.40 mts!! Reciclada a Nuevo! con ent. vs autos y amplio fondo libre con quincho!! Ideal inversor para construir (8 deptos. con cochera). A Mts de Paraná!! MEDIDAS 8.66 x 46.40 SUPERFICIE: 402.00M2 ZONIFICACION C1A FOS ZONA 0.6 FOT ZONA 1.5 RETIRO DE FRENTE. NO SE EXIGE RETIRO DE FONDO. 4 METROS DENSIDAD 300 HABITANTES POR HECTAREA PREMIOS MAXIMOS HASTA 25% EN FOT Y DENSIDAD CANTIDAD DE DEPARTAMENTOS MAXIMO 8 UNIDADES. PARA LLEGAR A ESTA CANTIDAD DE UNIDADES SE DEBE PROYECTAR 0.54 DE FOS Y RETIRAR DE FRENTE LA CONSTRUCCIóN 5 METROS PARA LOGRAR LOS 25% DE PREMIOS CANTIDAD MAXIMA DE PISO 3(TRES) CON PLANTA BAJA INCLUIDA SOBRE SEGUNDO PISO SE PUEDE PROPONER ENTREPISOS EN LAS UNIDADES. ALTURA MáXIMA 13.50M CON CUBIERTA INCLINADA TANQUE DENTRO DEL TECHO, 11.50M CON TANQUE FUERA DEL TECHO Y 10.50M CON CUBIERTA PLANA. ESTACIONAMIENTO REQUERIDO, ESPACIO COMÃ°N DE 20M2 POR UNIDAD O UN MODULO PARA CADA UNIDAD DE 2.50 x 5.00. SUPERFICIE DE LOSAS SEGÃ°N FOS 217M2 PUEDEN SEPARARSE EN DOS CUERPOS CON PATIO INTERNO DE 6 METROS PARA VENTILAR. LAS SUPERFICIES DE COCHERAS CUBIERTAS NO SE COMPUTAN EN FOT Y LOS PASOS DE PLANTA BAJA Y ESCALERAS SE COMPUTAN AL 50% EN FOT LA SUPERFICIE DE CADA DEPARTAMENTO EN CASO DE HACER 8 UNIDADES SERÃ¬AN DE 50M2 Y DE 60M2 LOS QUE PROPONGAN ENTREPISO EN PLANTA SUPERIOR. SUPERFICIE CUBIERTA MAXIMA EDIFICABLE 1ER Y 2DO PISO 440.00M2 SUPEFICIE PLANTA BAJA 217.00M2 ",,,,8.66 x 46.40,,,,,,,,,,True,,,
"Vendo Lote de 10 x 35 con casita a terminar de 8 x 3.30 cuenta con servicio de luz, agua de pozo",,,,10 x 35,,,,,,,,,,,,True,
"Lote de 2024 m2, con una superficie cubierta de 1292 m2 y medidas irregulares. Próximo a Av 520.Cuenta de 80.3 mts de frente sobre calle 13 o Cno. Centenario.Zona :U/C4 Corredores de Acceso principal (ex U/C4b). CARACTERISTICA Corresponde a aquellas configuraciones lineales que combinan usos centrales y servicios vinculados a los accesos a la ciudad. FOS 0.6. ALTURA REFERENCIA EN NIVELES 3. FOT COMERCIAL 1.2. FOT RESIDENCIAL 1.2. DENSIDAD COMERCIAL 300. DENSIDAD RESIDENCIAL 300. RETIROS Y REQUISITOS Laterales: Sobre Cno. Centenario, obligatorio, mínimo 3 mts. de un eje medianero. ""La Presente oferta esta condicionada a la confección del COTI por parte del Propietario (Res.AFIP 2371)."". ""Los metros publicados son aproximados, las medidas exactas surgirán de la escritura traslativa de dominio.""",,FOT comercial 1.2. FOT residencial 1.2,True,,,,,,,,,,,,,True,
"Se vende lote en gran zona. Zona de countrys (Grand Bell, Los Ceibos, Country Club de Estudiantes). 10 mts de frente x 30 mts de fondo. 300 mt2 totales. Tiene paredón al frente, alambrado, parrilla en el fondo, sala de maquinas/galpón. Zona con todos los servicios",,,,10 x 30,,Country Club de Estudiantes,,,,,,,,,,True,
Excelente Lote sobre esquina en Zona residencial de Villa Elisa. Ideal entorno natural arbolado a min de Autopista y/o La Plata. Imperdible!!!. Consulte más detalles. Caracterisiticas principales. Superficie descubierta: 634 m2. 21 x 34 mts aprox. Superficie semicubierta: 80 m2. Obra iniciada c/plataforma terminada. Frente: Sobre calle 23 Lote Totalmente Arbolado. • Lote en Esquina de 714 mts2. • Perforación y Bomba de agua instalada. • Tendido Eléctrico Cable e internet. • LOTE ENTRE CAMINOS. • Lote c/una Construcción iniciada para Vivienda de 1 o 2 plantas (80 mts2 en PB aprox. • CONTADO ESCRITURA DIRECTA.,,,,21 x 34,True,,,,,,,,,,,True,
"Venta de Lote en Villa Elisa entre caminos, a una cuadra de Avenida Arana. Ubicado en calle 420, entre 14 y 14 bis, lote de 10 de frente por 41.80 mtrs de fondo, a una cuadra de Avenida Arana y entre caminos Centenario y Belgrano con rápida salida a Autopista La Plata Buenos Aires. Posee bases de construcción. POSIBLE PERMUTA POR VEHICULO.","calle 420, entre 14 y 14 bis",,,,,,,,,,,,,,,True,
"Lote en venta ubicado en la calle 71 entre 22 y 23, Casco Urbano, La Plata. EXCELENTE LOTE 11 x 30 UR1 CON LOZA CONSTRUIDA VENDO LOTE zonificado U/R1, medidas 11 x 30, ubicado en barrio residencial próximo a avenidas 19, 25 y 72. Posee loza de 1° piso construida, superficie construida 141 m2 (11 x 13), con posibilidad de expandir a 2° piso y/o expandir la superficie de forma horizontal. Servicios todos. Orientado al sur. Superficie total de lote 330 m2. Posee portón metálico de ingreso. Ideal vivienda multifamiliar. Permuta por departamento 2 dormitorios (Zonas parque san Martin, plaza Malvinas, aledaños) Servicios: Cloacas, Gas",calle 71 entre 22 y 23,,,11 x 30,,,,,,,,,,,,True,
"Vendo lote de 12 x 49 en barrio cerrado Aires de Arana. El mismo es el tercer lote desde ingreso del predio. Nivelado. Posee bomba de agua. Bases de 90 m2 para vivienda familiar. El predio tiene portón automatizado con apertura tanto por control remoto como por app desde el celular. Cámaras de seguridad. Calle interna iluminada. Se encuentra en una zona muy tranquila, próximo a la Av 137 a tan solo 20 min del centro de la ciudad de La Plata. Posee escritura indivisa(próximo a escritura definitiva). Escucho Oferta Razonable",,,,12 x 49,,,,,True,,,,True,,,True,
"Lotes en calle Rio Reconquista, entre calles Atuel y Matanza, en Marcos Paz, provincia de Buenos Aires. Estos terrenos se encuentran en una zona privilegiada, rodeados de naturaleza y tranquilidad, pero a su vez cercanos a importantes vías de acceso y servicios. El lote número 20 cuenta con una superficie total de 3550 m2, con medidas de 35.5 m. x 100 m., Mientras que el lote número 21 también tiene una superficie total de 3550 m2 y medidas de 35.5 m. x 100 m. Este último lote cuenta además con una hermosa cabaña de madera, ideal para disfrutar de momentos de descanso y relax en contacto con la naturaleza. ","calle Rio Reconquista, entre calles Atuel y Matanza. lote número 20;lote número 21",,,35.5 x 100,,,,,,,,,,,True,True,
"LOTE EN VENTA EN MASCHWITZ CENTRO MAROTO PROPIEDADES El inmueble consta de tres lotes de terreno de 433 m cada uno es decir 8.66 x 50 cada uno con frente a la calle Entre Rios. Tiene ademas un deposito techado impecable de 700 m2 cubiertyos aproximados Ideal para inversores , contrauctores o desarrolladores se puede comprar lotes contiguos. .",,,,8.66 x 50,,,,,,,,,,True,,,
"Lote en City Bell, con construccion de 11.44 x 50, excelente zona entre caminos, todos los servicios",,,,11.44 x 50,,,,,,,,,,,,True,
Lote con construcción mixta en venta Frente 8.66 mt Contrafrente 8.91 mt Lateral 11.68 mt Lateral 13.76 mt ,,,,,,,,,,,,,,,,True,
"Lote en Venta en Maschwitz Club con mejora de pileta!! Medidas de 11 x 30. No dude en consultar. El emprendimiento fue fundado en 1969, fue el primero en instalarse. ",,,,11 x 30,,,,True,True,,,,,,,True,
"CASO DIFÍCIL. Excelente lote de terreno de 12.00 m x 16.84 m , en la zona comercial de Virreyes. Actualmente con construccion de 353 m2, distibuidos en 2 locales y 3 departamentos. FOS : 0.6 FOT : 3 Zonificación: C2AU1 Alt. Max: 14.50 m. Dens: 900 ha/Ha",,FOT : 3,,12.00 x 16.84,,,,,,,,,,,,True,
Lote con mejora de 120 m2 a una cuadra de Ruta 8 (entrada de El Chelito) En venta Lote con mejora de 5 ambientes a reciclar sobre Héctor Arregui (ex Florida) entre Provincia de Buenos Aires y Bahía Thetis. Excelente zona de casas quintas a tan solo 100 mts. de Ruta 8 en el cruce «El Chelito» Propiedad sobre amplio lote de 15.77 x 40 mts. Superficie total del terreno 630 m2 Casa de 120 m2 distribuida en dos plantas a reciclar y acondicionar. ,,,,15.77 x 40,,,,,,,,,,,,True,
"Terreno de 240 mts2 en venta ubicado en calle 50 entre 246 y 247 (Lisandro Olmos Etcheverry, La Plata, Buenos Aires). Con disposición frente y orientación sudeste. Regular entre medianeras, cuenta con medidas de 10 mts de frente por 24 mts de fondo. Acceso por calle de tierra mejorada con servicio de electricidad en la zona. El lote cuenta con construcciones independientes a refaccionar, al frente cuenta con una unidad funcional de 2 ambientes, un dormitorio y un baño. Al contrafrente posee un monoambiente. ",calle 50 entre 246 y 247,,,10 x 24,,,,,,,,,,,,True,
"Calle 515 e/ 141 y 142. Lotes con construccion antigua a refaccionar. Posee casa con dos habitaciones, cocina separada, living comedor y quincho con parrilla. Son cuatro lotes totales con posibilidad de venderse por separado o en bloque.",Calle 515 e/ 141 y 142,,,,,,,,,,,,,,,True,
Lote de terreno en PH de 10 x 40 con construccion a terminar,,,,10 x 40,,,,,,,,,,,,True,True
Excelente lote en esquina de 10 x 20. Actualmente con construcción a reciclar de 70 mt2. APTO CRÉDITO. ,,,,10 x 20,True,,,,,,,,,,,True,
528 entre 139 y 140. Lote de Terreno regular de 300 m2 (10 x 30) con construcción de material de 40 m2 aproximadamente. El lote se ubica sobre calle de pavimento y cuenta con todos los servicios.,528 entre 139 y 140,,,10 x 30,,,,,,,,,,,,True,
"Lote en Venta, con construcción, de 10 x 30 metros.",,,,10 x 30,,,,,,,,,,,,True,
"Lote con mejoras ubicado en la calle Rodofo Walsh 208 entre Magrasi y coronel de marina David Jewett. A una cuadra de la ruta N 11 y balnearios. Excelente ubicación. Coordneadas 38. , 57.55112 Lote de 15 x 22.50 con construcción a terminar (son dos casas de 3 ambientes cada una en planta baja) Superficie del terreno 377. GASTOS A CARGO DEL COMPRADOR (Honorarios inmobiliarios y escritura)",calle Rodofo Walsh 208,,,15 x 22.50,,,,,,,,,,,,True,
"Lote en M. Romero, con Galpón de 10 x 20, todos los servicios",,,,10 x 20,,,,,,,,,,,,True,
"Terreno con quincho. Acepta permuta más dinero, 50% local comercial zona sur y 50% dolar billete. Hermoso terreno de 50 de ancho por 100 metros de largo haciendo un total de 5000 mts, Cuenta con quincho de troncos, techo de paja de 70 mts, la distribución del mismo es, cocina con mesada, , baño, ambos con termo eléctrico, tiene luz en todos los ambientes con varias tomas con conexión a bluetooth , dormitorio, comedor amplio. En la propiedad tenemos una construcción con cimientos y vigas con algunas paredes, instalación de electricidad hasta la mitad del terreno, posee trifásica, Pileta de lona de 7 metros de diámetro, 1.20 de alto ",,,,50 x 100,,,,,,,,,,,,True,
"Lote de 11 metros de frente por 53.50, en excelente ubicación en Gonnet, con quincho cerrado, con cocina y baño, galpón para herramientas y caniles, totalmente parquizado. ",,,,,,,,,,,,,,,,True,
"Lote nivelado, cuenta con medianeras.",,,,,,,,,,,,,,,,True,
"Propiedad de 2000 metros cuadrados con 4 locales, hoy Dupplex. Lote 25 de 200M2 arbolado, sin mejoras con portón de reja en dos hojas Lote 26 de 200M2 arbolado sin mejoras con tejido artístico al frente. Lote 27 de 191M2 esquina arbolado sin mejoras solo una parrilla de material. Lote 28 de 200M2ante esquina garaje 3.16 x 10.6 cubierto techo de abovedado con losa, piso de cemento portón de reja de 2 hojas Lote 2 de 200M2 sin mejoras al frente portón de reja Lote 1 de 191M2 esquina sin mejoras. Lote 4.92 x 5.1 29 de 400M2 con dos locales. Locales 4.92 x 5.1 c/u edificados de mampostería con techo de hormigón armado, hoy en día son dúplex. Comedor con piso de cerámica, ventanas de aluminio con reja divisiones con la cocina con una pared de machimbre. Cocina 4.48 x 4.88 con piso de cerámica, mesada de material revestida en cerámica con dos hachas de acero inoxidable, instalación de agua frÃa y caliente, extracto, escalera metálica con escalones de madera a entrepiso Baño con piso y paredes revestidas en cerámica instalado con inodoro y lavamanos con pie ducha con agua fría y caliente, termotanque eléctrico. Entrepiso 4.89 x 5.02 con piso de machimbre ventana de aluminio con reja Duplex 4.85 x 9.53 siguiente similar a terminar y sin división entre la cocina y el comedor. Galpón 9 x 10 de mamposterÃa con techo de chapa a un agua Lote 30 de 400M2similar al anterior con escalera a terraza accesible desde la calle, con patio.",Lote 25;Lote 26;Lote 27;Lote 28;Lote 1;Lote 30,,,9 x 10,True,,,,,,,,,,,True,
"LOTE EN ESCOBAR, ZONA EN CRECIMIENTO! Excelente esquina en una de las principales arterias de Escobar muy conocida y transitada por ser acceso a la Fiesta Nacional de la Flor. Zona recientemente loteada El lote se encuentra sobre la calle principal en esquina de calle asfaltada Barrio en crecimiento que cuenta con supermercado, comercios, medios de transporte, colegios. Linda con la construcción de futuros locales. El barrio cuenta con luz, gas, agua corriente y cloacas. SE ESCUCHAN OFERTAS! Guallini & Peifer propiedades Valeria Guallini matricula CMCPSI 5796 Delia Peifer matricula CMCPSI 6590",,,,,True,,,,,,,,,,,,
"Loteo en venta,sobre las calle 56 a 58 y 163 a 165, 74 lotes disponible,. Con escritura y APTO PROCREAR. Los lotes se encuentran ubicados en una zona con creciente urbanización, a dos cuadras de la avenida 60 y a unos 10 minutos del centro de La Plata. Lotes linderos con construcciones nuevas y en proceso. Calles abiertas, con mejorado, alumbrado y tendido eléctrico. También disponibles lotes de 12 x 26 m2 .",calle 56 a 58 y 163 a 165,,,12 x 26,,,,,,,,,,,True,True,
Cantisano propiedades vende lote de 16 x 40!!! excelente zona nueva!! con la construcción de nuevas casas!!,,,,16 x 40,,,,,,,,,,,,,
"XINTEL(SAC SAC 5788) Lote en Trenque Lauquen, Trenque Lauquen Loteo Don Felipe , con el paso de los años este loteo se volvio el de mas rapido crecimiento de nuestra ciudad, cuenta con un bellísimo entorno, zona alta de buen agua , con construcciones unifamiliares de buen porte . La parcela en venta posee un frente de 20 mts con una profunidad de 40 mts. Ideal para el desarrollo de una vivienda permanente o casa tipo quinta de fin de semana. Se le realizo la obra de gas que pasa por su frente . ",,,,,,,,,,,,,,,,True,
VENTA DE LOTE EN L COMPUESTO POR TRES PH DE 3 AMB Y FONDO LIBRE. .Publicado por Noely Rodriguez Majeric a traves de Inmomap,,,,,,,,,,,,,,,,,
"137 Y 90 LOTE EN VENTA, BARRIO PRIVADO FINCAS DE DUGGAN, 800 m2, Ubicado en la etapa 2, esta se ecuentra completamente desarrollada y el lote es el único que queda en este sector. Plano PH aprobado. SERVICIOS E INFRAESTRUCTURA: • Seguridad privada en accesos, y rondines por el barrio las 24 hs. de los 365 días del año, a lo que se le adiciona un puesto de control de la policía bonaerense en la esquina del barrio. • Sala de control para monitoreo de imágenes. • Sistema de control de acceso y egreso con llave magnética personalizada. • Cerco olímpico perimetral. • Alumbrado de calles. • Servicios por tendido subterráneo: > Red de energía eléctrica. > Red de fibra óptica para Internet de alta velocidad, telefonía y televisión. > Red de agua corriente. > Red de gas natural. ",,,,,,,,,True,,,,,,,,True
"Lote en esquina de 133.49 mts en PH La propiedad anteriormente era un lote, el cual fue subdividido bajo el régimen de PH, SIN ESPACIOS COMUNES. No abona expensas. Zonificación Id (Industrial Dominante) FOT: 1.2 (160 metros) FOS: 0.6 ( 80 metros) La propiedad posee electricidad y agua corriente Cuenta con construcción a refaccionar de living, dormitorio baño y cocina. Y otra construcción para demoler Ubicación: a una cuadra de Av. Pres. Juan Domingo Perón, a 4 cuadras de Av. Ricardo Balbín, rápida salida a General Paz. Gran cantidad de comercios y gastronomía en la zona. Bancos, colegios, Universidades cercanas y hospitales. ",,FOT: 1.2,,,True,,,,,,,,,True,,,True
"LOTES EN VENTA EN PH. Esquina Lacroze y 18, Gonnet. Se trata de dos (2) lotes ubicados en esta estratégica esquina de Gonnet. Los mismos cuentan con 242 m2. Medidas 12.5 x 18.73",,,,12.5 x 18.73,True,,,,,,,,,,,,True
Barrio San Patricio 2. Lote PH. Servicios. Escritura inmediata. Alberto Dacal Propiedades: Código de la propiedad 18869,,,,,,Barrio San Patricio,,,,,,,,,,,True
"504 Y 138 Excelente entorno consolidado de casa nuevas. Altos de Don Carlos. Lote en PH en esquina de 314 m2 aproximados. Movimiento de suelo, bases hechas, proyecto y permiso de obra aprobado. Rápido acceso a La Plata. Cercano a La Plata Rugby, Santa Bárbara, República de los Niños, Los Tilos, Colegio del Sol, Crisol, Raíces.",,,,,True,,,,,,,,,,,,True
"BARRIO LAS MUÑECAS III. ULTIMO LOTE (EN PH), BARRIO CERRADO CON BAJAS EXPENSAS. ACCESO POR PORTON AUTOMATICO. ALARMA VECINAL. ARBOLADO Y TOTALMENTE DESARROLLADO. Alberto Dacal Propiedades: Código de la propiedad",,,,,,BARRIO CERRADO CON BAJAS,,,True,,,,,,,,True
"Terreno tipo PH en calle 14 entre 53 y 54, Villa ELisa, 12 x 44 528 M2 entre caminos en inmejorable zona de Villa Elisa. Detrás del Camping Sutiaga, a un paso de la subida a la autopista Bs As La Plata.",calle 14 entre 53 y 54,,,12 x 44,,,,,,,,,,,,,True
"Barrio desarrollado en 16 hectáreas. Comprendido entre las calles 501 a 507 y 138 a 140. Una excelente zona de fácil acceso a las principales Avenidas 25, 31, 520 y Camino Gral. Belgrano. Se encuentra a 5 minutos de los principales colegios de la zona. Un Hermoso lugar para vivir | LOTES en PH y Geodesia desde 230 m2. | SERVICIOS: LUZ AGUA ASFALTO CORDóN CUNETA GAS (Prefactibilidad aprobada) Los datos consignados en este aviso deben considerarse estimaciones aproximadas, que pueden carecer de precisión, exactitud y/o estar desactualizados, al igual que las fotos , imágenes y videos, que se publican solo a título ilustrativo para facilitar la visualización del inmueble relacionado .",calles 501 a 507 y 138 a 140,,,,,,,,,,,,,,,,True
"QUINTAS de MITRE (Privado) | 485 esq. 138 (J. Gorina) UF.34 (PH Cerrado). Medidas: 10.70 x 30.50 mts. Sup.Total: 321.47 mts. SERVICIOS: LUZ AGUA GAS ESCRITURA y entrega de POSESIÓN inmediata. Todas las medidas, superficies, descripciones, fotos, imágenes, videos y precios publicados son meramente orientativos y no contractuales.",,,,10.70 x 30.50,True,,,,,,,,,,,,True
"Corredor Responsable: Rico Sebastián Col. 6420 Contacto: Nadia Barrionuevo MLS ID # CALLE 156 ENTRE 65 Y 66. LOTE EN VENTA EN LA PLATA Lote en PH de 489.53 metros cuadrados en venta, ubicado en calle 156 entre 65 y 66, en Los Hornos, La Plata. CARACTERÍSTICAS Con disposición frente y orientación noreste. Regular entre medianeras. Lote con medidas de 10 mts de frente por 50 mts de fondo aproximadamente. Acceso por calle de asfalto con todos los servicios disponibles en la zona. Tendido de gas natural a media cuadra.",CALLE 156 ENTRE 65 Y 66,,,10 x 50,,,,,,,,,,,,True,True
"Lote en MARQUEZ ""Quintas para vivir"". Un emprendimiento ubicado en excelente zona de Gonnet (138 y 490). Un área en constante crecimiento y revalorización inmobiliaria. Lotes en PH de 330 a 800 m2. Añoso entorno verde. Alberto Dacal Propiedades: Código de la propiedad 18789",,,,,,,,,,,,,,,,,True
